RowId,SchoolYear,OrganizationLevelId,OrganizationLevel,OrganizationId,OrganizationName,County,ESDOrganizationId,ESDName,LEAOrganizationId,LEACode,LEAName,SchoolOrganizationId,SchoolCode,SchoolName,TeacherTotal,StudentTotal,StudentToTeacherRatio,IsEEValidated,DataAsOf
9122,2020-21,4,School,102897,Columbia High And Elementary,Stevens,100001,Educational Service District 101,100051,33206,Columbia (Stevens) School District,102897,3508,Columbia High And Elementary,15,109,7.3,1,1/10/25
9123,2020-21,4,School,103032,Columbia Elementary,Walla Walla,100007,Educational Service District 123,100052,36400,Columbia (Walla Walla) School District,103032,3613,Columbia Elementary,23,344,15,1,1/10/25
9124,2020-21,4,School,103033,Columbia High School,Walla Walla,100007,Educational Service District 123,100052,36400,Columbia (Walla Walla) School District,103033,4049,Columbia High School,17,211,12.4,1,1/10/25
9125,2020-21,4,School,103031,Columbia Middle School,Walla Walla,100007,Educational Service District 123,100052,36400,Columbia (Walla Walla) School District,103031,3012,Columbia Middle School,12,180,15,1,1/10/25
9126,2020-21,4,School,106310,Colville Fish Hatchery,Stevens,100001,Educational Service District 101,100053,33115,Colville School District,106310,5604,Colville Fish Hatchery,1,NULL,NULL,1,1/10/25
9127,2020-21,4,School,102886,Colville Junior High School,Stevens,100001,Educational Service District 101,100053,33115,Colville School District,102886,3831,Colville Junior High School,26,385,14.8,1,1/10/25
9128,2020-21,4,School,102885,Colville Senior High School,Stevens,100001,Educational Service District 101,100053,33115,Colville School District,102885,3310,Colville Senior High School,29,508,17.5,1,1/10/25
9129,2020-21,4,School,102887,Fort Colville Elementary,Stevens,100001,Educational Service District 101,100053,33115,Colville School District,102887,4180,Fort Colville Elementary,29,337,11.6,1,1/10/25
9130,2020-21,4,School,102884,Hofstetter Elementary,Stevens,100001,Educational Service District 101,100053,33115,Colville School District,102884,2957,Hofstetter Elementary,25,296,11.8,1,1/10/25
9131,2020-21,4,School,102882,Panorama School,Stevens,100001,Educational Service District 101,100053,33115,Colville School District,102882,1594,Panorama School,5,62,12.4,1,1/10/25
9132,2020-21,4,School,102358,Concrete Elementary,Skagit,100009,Northwest Educational Service District 189,100054,29011,Concrete School District,102358,2577,Concrete Elementary,21,294,14,1,1/10/25
9133,2020-21,4,School,102361,Concrete High School,Skagit,100009,Northwest Educational Service District 189,100054,29011,Concrete School District,102361,2810,Concrete High School,17,204,12,1,1/10/25
9134,2020-21,4,School,104343,Special Services School,Skagit,100009,Northwest Educational Service District 189,100054,29011,Concrete School District,104343,5087,Special Services School,0,0,NULL,0,1/10/25
9135,2020-21,4,School,102356,Twin Cedars High School,Skagit,100009,Northwest Educational Service District 189,100054,29011,Concrete School District,102356,1605,Twin Cedars High School,1,9,9,1,1/10/25
9136,2020-21,4,School,102403,Conway School District 317,Skagit,100009,Northwest Educational Service District 189,100055,29317,Conway School District,102403,2578,Conway School District 317,25,470,18.8,1,1/10/25
9137,2020-21,4,School,100903,Cosmopolis Elementary School,Grays Harbor,100004,Capital Region ESD 113,100056,14099,Cosmopolis School District,100903,3326,Cosmopolis Elementary School,14,176,12.6,1,1/10/25
9138,2020-21,4,School,100814,Almira Coulee Hartline High School,Grant,100008,North Central Educational Service District 171,100057,13151,Coulee-Hartline School District,100814,2968,Almira Coulee Hartline High School,14,86,6.1,1,1/10/25
9139,2020-21,4,School,100813,Coulee City Elementary,Grant,100008,North Central Educational Service District 171,100057,13151,Coulee-Hartline School District,100813,2693,Coulee City Elementary,10,94,9.4,1,1/10/25
9140,2020-21,4,School,100812,Coulee City Middle School,Grant,100008,North Central Educational Service District 171,100057,13151,Coulee-Hartline School District,100812,2304,Coulee City Middle School,0,NULL,NULL,0,1/10/25
9141,2020-21,4,School,100933,Coupeville Elementary School,Island,100009,Northwest Educational Service District 189,100058,15204,Coupeville School District,100933,3664,Coupeville Elementary School,28,433,15.5,1,1/10/25
9142,2020-21,4,School,100932,Coupeville High School,Island,100009,Northwest Educational Service District 189,100058,15204,Coupeville School District,100932,2625,Coupeville High School,22,285,13,1,1/10/25
9143,2020-21,4,School,100934,Coupeville Middle School,Island,100009,Northwest Educational Service District 189,100058,15204,Coupeville School District,100934,4004,Coupeville Middle School,14,208,14.9,1,1/10/25
9144,2020-21,4,School,105916,Coupeville Open Academy,Island,100009,Northwest Educational Service District 189,100058,15204,Coupeville School District,105916,5412,Coupeville Open Academy,0,61,NULL,0,1/10/25
9145,2020-21,4,School,105298,Island County Corrections Facility Ed Program,Island,100009,Northwest Educational Service District 189,100058,15204,Coupeville School District,105298,5234,Island County Corrections Facility Ed Program,0,NULL,NULL,0,1/10/25
9146,2020-21,4,School,104218,Island Juvenile Detention Education Program,Island,100009,Northwest Educational Service District 189,100058,15204,Coupeville School District,104218,5059,Island Juvenile Detention Education Program,1,NULL,NULL,1,1/10/25
9147,2020-21,4,School,104151,Toddler Learning Center,Island,100009,Northwest Educational Service District 189,100058,15204,Coupeville School District,104151,5034,Toddler Learning Center,0,NULL,NULL,0,1/10/25
9148,2020-21,4,School,100492,Crescent School,Clallam,100005,Olympic Educational Service District 114,100059,5313,Crescent School District,100492,3473,Crescent School,33,204,6.2,1,1/10/25
9149,2020-21,4,School,104147,Olympic Peninsula HomeConnection,Clallam,100005,Olympic Educational Service District 114,100059,5313,Crescent School District,104147,5030,Olympic Peninsula HomeConnection,4,125,31.3,1,1/10/25
9150,2020-21,4,School,101888,Creston Elementary,Lincoln,100001,Educational Service District 101,100060,22073,Creston School District,101888,2862,Creston Elementary,9,36,4,1,1/10/25
9151,2020-21,4,School,101889,Creston Jr-Sr High School,Lincoln,100001,Educational Service District 101,100060,22073,Creston School District,101889,2863,Creston Jr-Sr High School,17,44,2.6,1,1/10/25
9152,2020-21,4,School,100745,Curlew Elem & High School,Ferry,100001,Educational Service District 101,100061,10050,Curlew School District,100745,2006,Curlew Elem & High School,20,287,14.4,1,1/10/25
9153,2020-21,4,School,106161,Ferry County Open Doors - Youth Reengagement,Ferry,100001,Educational Service District 101,100061,10050,Curlew School District,106161,5530,Ferry County Open Doors - Youth Reengagement,0,NULL,NULL,0,1/10/25
9154,2020-21,4,School,102016,Bess Herian Elementary,Pend Oreille,100001,Educational Service District 101,100062,26059,Cusick School District,102016,2770,Bess Herian Elementary,13,119,9.2,1,1/10/25
9155,2020-21,4,School,102015,Cusick Jr Sr High School,Pend Oreille,100001,Educational Service District 101,100062,26059,Cusick School District,102015,2423,Cusick Jr Sr High School,15,127,8.5,1,1/10/25
9156,2020-21,4,School,106169,Home Pride,Pend Oreille,100001,Educational Service District 101,100062,26059,Cusick School District,106169,5538,Home Pride,2,39,19.5,1,1/10/25
9157,2020-21,4,School,106170,Kalispel Language Immersion School,Pend Oreille,100001,Educational Service District 101,100062,26059,Cusick School District,106170,5539,Kalispel Language Immersion School,0,NULL,NULL,0,1/10/25
9158,2020-21,4,School,101762,Damman Elementary,Kittitas,100002,Educational Service District 105,100063,19007,Damman School District,101762,2077,Damman Elementary,3,41,13.7,1,1/10/25
9159,2020-21,4,School,102652,Darrington Elementary School,Snohomish,100009,Northwest Educational Service District 189,100064,31330,Darrington School District,102652,3609,Darrington Elementary School,18,296,16.4,1,1/10/25
9160,2020-21,4,School,102651,Darrington High School,Snohomish,100009,Northwest Educational Service District 189,100064,31330,Darrington School District,102651,3188,Darrington High School,11,119,10.8,1,1/10/25
9161,2020-21,4,School,101901,Davenport Elementary,Lincoln,100001,Educational Service District 101,100065,22207,Davenport School District,101901,2668,Davenport Elementary,18,253,14.1,1,1/10/25
9162,2020-21,4,School,101902,Davenport Senior High School,Lincoln,100001,Educational Service District 101,100065,22207,Davenport School District,101902,3173,Davenport Senior High School,21,298,14.2,1,1/10/25
9163,2020-21,4,School,106309,Lincoln County Tech,Lincoln,100001,Educational Service District 101,100065,22207,Davenport School District,106309,5603,Lincoln County Tech,1,NULL,NULL,1,1/10/25
9164,2020-21,4,School,106425,Lincoln County Virtual Academy,Lincoln,100001,Educational Service District 101,100065,22207,Davenport School District,106425,5643,Lincoln County Virtual Academy,0,NULL,NULL,0,1/10/25
9165,2020-21,4,School,100657,Dayton Elementary School,Columbia,100007,Educational Service District 123,100066,7002,Dayton School District,100657,2830,Dayton Elementary School,16,190,11.9,1,1/10/25
9166,2020-21,4,School,100656,Dayton High School,Columbia,100007,Educational Service District 123,100066,7002,Dayton School District,100656,2302,Dayton High School,18,112,6.2,1,1/10/25
9167,2020-21,4,School,100658,Dayton Middle School,Columbia,100007,Educational Service District 123,100066,7002,Dayton School District,100658,4011,Dayton Middle School,16,94,5.9,1,1/10/25
9168,2020-21,4,School,106399,Dayton School District Alternative Program,Columbia,100007,Educational Service District 123,100066,7002,Dayton School District,106399,5617,Dayton School District Alternative Program,1,10,10,1,1/10/25
9169,2020-21,4,School,102856,Arcadia Elementary,Spokane,100001,Educational Service District 101,100067,32414,Deer Park School District,102856,2173,Arcadia Elementary,32,411,12.8,1,1/10/25
9170,2020-21,4,School,104705,BIRTH TO 2 PRESCHOOL,Spokane,100001,Educational Service District 101,100067,32414,Deer Park School District,104705,5124,BIRTH TO 2 PRESCHOOL,0,NULL,NULL,0,1/10/25
9171,2020-21,4,School,105486,Deer Park Early Learning Center,Spokane,100001,Educational Service District 101,100067,32414,Deer Park School District,105486,5270,Deer Park Early Learning Center,0,52,NULL,0,1/10/25
9172,2020-21,4,School,102857,Deer Park Elementary,Spokane,100001,Educational Service District 101,100067,32414,Deer Park School District,102857,2430,Deer Park Elementary,37,398,10.8,1,1/10/25
9173,2020-21,4,School,102859,Deer Park High School,Spokane,100001,Educational Service District 101,100067,32414,Deer Park School District,102859,4123,Deer Park High School,39,670,17.2,1,1/10/25
9174,2020-21,4,School,102855,Deer Park Home Link Program,Spokane,100001,Educational Service District 101,100067,32414,Deer Park School District,102855,1852,Deer Park Home Link Program,10,549,54.9,1,1/10/25
9175,2020-21,4,School,102858,Deer Park Middle School,Spokane,100001,Educational Service District 101,100067,32414,Deer Park School District,102858,3261,Deer Park Middle School,34,482,14.2,1,1/10/25
9176,2020-21,4,School,102203,Dieringer Heights Elementary,Pierce,100006,Puget Sound Educational Service District 121,100068,27343,Dieringer School District,102203,4548,Dieringer Heights Elementary,30,476,15.9,1,1/10/25
9177,2020-21,4,School,102201,Lake Tapps Elementary,Pierce,100006,Puget Sound Educational Service District 121,100068,27343,Dieringer School District,102201,3683,Lake Tapps Elementary,31,419,13.5,1,1/10/25
9178,2020-21,4,School,102202,North Tapps Middle School,Pierce,100006,Puget Sound Educational Service District 121,100068,27343,Dieringer School District,102202,4416,North Tapps Middle School,28,487,17.4,1,1/10/25
9179,2020-21,4,School,103006,Dixie Elementary School,Walla Walla,100007,Educational Service District 123,100069,36101,Dixie School District,103006,2278,Dixie Elementary School,2,30,15,1,1/10/25
9180,2020-21,4,School,102821,Continuous Curriculum School,Spokane,100001,Educational Service District 101,100070,32361,East Valley School District (Spokane),102821,1712,Continuous Curriculum School,28,358,12.8,1,1/10/25
9181,2020-21,4,School,102831,East Farms STEAM School,Spokane,100001,Educational Service District 101,100070,32361,East Valley School District (Spokane),102831,4097,East Farms STEAM School,30,395,13.2,1,1/10/25
9182,2020-21,4,School,102829,East Valley High School,Spokane,100001,Educational Service District 101,100070,32361,East Valley School District (Spokane),102829,3360,East Valley High School,61,827,13.6,1,1/10/25
9183,2020-21,4,School,105772,East Valley Middle School,Spokane,100001,Educational Service District 101,100070,32361,East Valley School District (Spokane),105772,5346,East Valley Middle School,30,442,14.7,1,1/10/25
9184,2020-21,4,School,105983,EV Online,Spokane,100001,Educational Service District 101,100070,32361,East Valley School District (Spokane),105983,5432,EV Online,24,212,8.8,1,1/10/25
9185,2020-21,4,School,105984,EV Parent Partnership,Spokane,100001,Educational Service District 101,100070,32361,East Valley School District (Spokane),105984,5433,EV Parent Partnership,12,304,25.3,1,1/10/25
9186,2020-21,4,School,102825,Otis Orchards School,Spokane,100001,Educational Service District 101,100070,32361,East Valley School District (Spokane),102825,2955,Otis Orchards School,34,352,10.4,1,1/10/25
9187,2020-21,4,School,102824,Trent School,Spokane,100001,Educational Service District 101,100070,32361,East Valley School District (Spokane),102824,2653,Trent School,34,461,13.6,1,1/10/25
9188,2020-21,4,School,102828,Trentwood School,Spokane,100001,Educational Service District 101,100070,32361,East Valley School District (Spokane),102828,3128,Trentwood School,33,401,12.2,1,1/10/25
9189,2020-21,4,School,103211,East Valley Central Middle School,Yakima,100002,Educational Service District 105,100071,39090,East Valley School District (Yakima),103211,4055,East Valley Central Middle School,49,798,16.3,1,1/10/25
9190,2020-21,4,School,103212,East Valley Elementary,Yakima,100002,Educational Service District 105,100071,39090,East Valley School District (Yakima),103212,4487,East Valley Elementary,40,545,13.6,1,1/10/25
9191,2020-21,4,School,103208,East Valley High School,Yakima,100002,Educational Service District 105,100071,39090,East Valley School District (Yakima),103208,2344,East Valley High School,76,910,12,1,1/10/25
9192,2020-21,4,School,103209,Moxee Elementary,Yakima,100002,Educational Service District 105,100071,39090,East Valley School District (Yakima),103209,2530,Moxee Elementary,43,485,11.3,1,1/10/25
9193,2020-21,4,School,103210,Terrace Heights Elementary,Yakima,100002,Educational Service District 105,100071,39090,East Valley School District (Yakima),103210,2821,Terrace Heights Elementary,36,440,12.2,1,1/10/25
9194,2020-21,4,School,100729,Canyon View Group Home,Douglas,100008,North Central Educational Service District 171,100072,9206,Eastmont School District,100729,2986,Canyon View Group Home,0,NULL,NULL,0,1/10/25
9195,2020-21,4,School,100733,Cascade Elementary,Douglas,100008,North Central Educational Service District 171,100072,9206,Eastmont School District,100733,3659,Cascade Elementary,29,458,15.8,1,1/10/25
9196,2020-21,4,School,103980,Clovis Point Intermediate School,Douglas,100008,North Central Educational Service District 171,100072,9206,Eastmont School District,103980,4590,Clovis Point Intermediate School,37,668,18.1,1,1/10/25
9197,2020-21,4,School,100732,Eastmont Junior High,Douglas,100008,North Central Educational Service District 171,100072,9206,Eastmont School District,100732,3372,Eastmont Junior High,51,1017,19.9,1,1/10/25
9198,2020-21,4,School,104731,Eastmont Preschools,Douglas,100008,North Central Educational Service District 171,100072,9206,Eastmont School District,104731,5130,Eastmont Preschools,5,117,23.4,1,1/10/25
9199,2020-21,4,School,100727,Eastmont Senior High,Douglas,100008,North Central Educational Service District 171,100072,9206,Eastmont School District,100727,2727,Eastmont Senior High,78,1411,18.1,1,1/10/25
9200,2020-21,4,School,100728,Grant Elementary School,Douglas,100008,North Central Educational Service District 171,100072,9206,Eastmont School District,100728,2966,Grant Elementary School,28,436,15.6,1,1/10/25
9201,2020-21,4,School,100731,Kenroy Elementary,Douglas,100008,North Central Educational Service District 171,100072,9206,Eastmont School District,100731,3212,Kenroy Elementary,31,432,13.9,1,1/10/25
9202,2020-21,4,School,100730,Lee Elementary,Douglas,100008,North Central Educational Service District 171,100072,9206,Eastmont School District,100730,3083,Lee Elementary,33,394,11.9,1,1/10/25
9203,2020-21,4,School,100726,Rock Island Elementary,Douglas,100008,North Central Educational Service District 171,100072,9206,Eastmont School District,100726,2563,Rock Island Elementary,16,188,11.8,1,1/10/25
9204,2020-21,4,School,100734,Sterling School,Douglas,100008,North Central Educational Service District 171,100072,9206,Eastmont School District,100734,4095,Sterling School,53,953,18,1,1/10/25
9205,2020-21,4,School,101764,Easton School,Kittitas,100002,Educational Service District 105,100073,19028,Easton School District,101764,3554,Easton School,23,89,3.9,1,1/10/25
9206,2020-21,4,School,105408,Easton Secondary School,Kittitas,100002,Educational Service District 105,100073,19028,Easton School District,105408,5242,Easton Secondary School,0,NULL,NULL,0,1/10/25
9207,2020-21,4,School,102317,Columbia Crest A-STEM Academy,Pierce,100006,Puget Sound Educational Service District 121,100074,27404,Eatonville School District,102317,2808,Columbia Crest A-STEM Academy,11,175,15.9,1,1/10/25
9208,2020-21,4,School,104334,Eatonville Developmenal Pre-School,Pierce,100006,Puget Sound Educational Service District 121,100074,27404,Eatonville School District,104334,5079,Eatonville Developmenal Pre-School,0,NULL,NULL,0,1/10/25
9209,2020-21,4,School,102314,Eatonville Elementary School,Pierce,100006,Puget Sound Educational Service District 121,100074,27404,Eatonville School District,102314,2205,Eatonville Elementary School,25,326,13,1,1/10/25
9210,2020-21,4,School,102315,Eatonville High School,Pierce,100006,Puget Sound Educational Service District 121,100074,27404,Eatonville School District,102315,2206,Eatonville High School,67,581,8.7,1,1/10/25
9211,2020-21,4,School,102318,Eatonville Middle School,Pierce,100006,Puget Sound Educational Service District 121,100074,27404,Eatonville School District,102318,4230,Eatonville Middle School,27,393,14.6,1,1/10/25
9212,2020-21,4,School,106162,Eatonville Online Academy,Pierce,100006,Puget Sound Educational Service District 121,100074,27404,Eatonville School District,106162,5531,Eatonville Online Academy,12,20,1.7,1,1/10/25
9213,2020-21,4,School,105658,ESD New Beginnings,Pierce,100006,Puget Sound Educational Service District 121,100074,27404,Eatonville School District,105658,5332,ESD New Beginnings,0,36,NULL,0,1/10/25
9214,2020-21,4,School,105549,Mt. Rainier Parent Partnership,Pierce,100006,Puget Sound Educational Service District 121,100074,27404,Eatonville School District,105549,5300,Mt. Rainier Parent Partnership,1,68,68,1,1/10/25
9215,2020-21,4,School,102316,Weyerhaeuser Elementary,Pierce,100006,Puget Sound Educational Service District 121,100074,27404,Eatonville School District,102316,2361,Weyerhaeuser Elementary,23,296,12.9,1,1/10/25
9216,2020-21,4,School,102543,Alderwood Middle School,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102543,3560,Alderwood Middle School,51,824,16.2,1,1/10/25
9217,2020-21,4,School,102527,Beverly Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102527,3302,Beverly Elementary,45,498,11.1,1,1/10/25
9218,2020-21,4,School,102542,Brier Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102542,3536,Brier Elementary,39,410,10.5,1,1/10/25
9219,2020-21,4,School,102549,Brier Terrace Middle School,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102549,3650,Brier Terrace Middle School,44,700,15.9,1,1/10/25
9220,2020-21,4,School,102531,Cedar Valley Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102531,3409,Cedar Valley Elementary,45,430,9.6,1,1/10/25
9221,2020-21,4,School,102529,Cedar Way Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102529,3304,Cedar Way Elementary,48,556,11.6,1,1/10/25
9222,2020-21,4,School,102510,Challenge Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102510,1520,Challenge Elementary,25,344,13.8,1,1/10/25
9223,2020-21,4,School,102540,Chase Lake Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102540,3534,Chase Lake Elementary,40,413,10.3,1,1/10/25
9224,2020-21,4,School,102552,College Place Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102552,3691,College Place Elementary,44,466,10.6,1,1/10/25
9225,2020-21,4,School,102553,College Place Middle School,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102553,3754,College Place Middle School,39,528,13.5,1,1/10/25
9226,2020-21,4,School,102516,Contracted Schools,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102516,1830,Contracted Schools,0,14,NULL,0,1/10/25
9227,2020-21,4,School,102524,Early Childhood Center,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102524,3185,Early Childhood Center,28,186,6.6,1,1/10/25
9228,2020-21,4,School,105784,Edmonds Career Access Program,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,105784,5358,Edmonds Career Access Program,0,287,NULL,0,1/10/25
9229,2020-21,4,School,102509,Edmonds eLearning Academy,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102509,1519,Edmonds eLearning Academy,45,142,3.2,1,1/10/25
9230,2020-21,4,School,102546,Edmonds Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102546,3606,Edmonds Elementary,30,279,9.3,1,1/10/25
9231,2020-21,4,School,103929,Edmonds Heights K-12,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,103929,1966,Edmonds Heights K-12,32,681,21.3,1,1/10/25
9232,2020-21,4,School,102523,Edmonds Woodway High School,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102523,3123,Edmonds Woodway High School,83,1485,17.9,1,1/10/25
9233,2020-21,4,School,102547,Hazelwood Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102547,3607,Hazelwood Elementary,43,421,9.8,1,1/10/25
9234,2020-21,4,School,102550,Hilltop Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102550,3689,Hilltop Elementary,40,515,12.9,1,1/10/25
9235,2020-21,4,School,102522,Lynndale Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102522,3122,Lynndale Elementary,36,425,11.8,1,1/10/25
9236,2020-21,4,School,102537,Lynnwood Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102537,3503,Lynnwood Elementary,45,557,12.4,1,1/10/25
9237,2020-21,4,School,102554,Lynnwood High School,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102554,3755,Lynnwood High School,80,1402,17.5,1,1/10/25
9238,2020-21,4,School,102535,Madrona K-8 School,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102535,3463,Madrona K-8 School,50,614,12.3,1,1/10/25
9239,2020-21,4,School,102514,Maplewood Parent Coop,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102514,1685,Maplewood Parent Coop,41,484,11.8,1,1/10/25
9240,2020-21,4,School,102518,Martha Lake Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102518,2887,Martha Lake Elementary,42,443,10.5,1,1/10/25
9241,2020-21,4,School,102538,Meadowdale Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102538,3504,Meadowdale Elementary,42,502,12,1,1/10/25
9242,2020-21,4,School,102536,Meadowdale High School,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102536,3464,Meadowdale High School,81,1503,18.6,1,1/10/25
9243,2020-21,4,School,102530,Meadowdale Middle School,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102530,3353,Meadowdale Middle School,47,766,16.3,1,1/10/25
9244,2020-21,4,School,102526,Mountlake Terrace Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102526,3254,Mountlake Terrace Elementary,38,449,11.8,1,1/10/25
9245,2020-21,4,School,102528,Mountlake Terrace High School,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102528,3303,Mountlake Terrace High School,89,1455,16.3,1,1/10/25
9246,2020-21,4,School,102548,Oak Heights Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102548,3608,Oak Heights Elementary,47,594,12.6,1,1/10/25
9247,2020-21,4,School,102556,Scriber Lake High School,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102556,3854,Scriber Lake High School,36,194,5.4,1,1/10/25
9248,2020-21,4,School,102533,Seaview Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102533,3461,Seaview Elementary,33,424,12.8,1,1/10/25
9249,2020-21,4,School,102545,Sherwood Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102545,3605,Sherwood Elementary,46,506,11,1,1/10/25
9250,2020-21,4,School,102532,Spruce Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102532,3410,Spruce Elementary,45,494,11,1,1/10/25
9251,2020-21,4,School,102519,Terrace Park Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102519,2888,Terrace Park Elementary,32,290,9.1,1,1/10/25
9252,2020-21,4,School,102512,Unassigned School,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102512,1558,Unassigned School,0,138,NULL,0,1/10/25
9253,2020-21,4,School,102525,Westgate Elementary,Snohomish,100009,Northwest Educational Service District 189,100075,31015,Edmonds School District,102525,3186,Westgate Elementary,45,512,11.4,1,1/10/25
9254,2020-21,4,School,106023,ESA 112 Special Ed Co-Op,Clark,100003,Educational Service District 112,106022,6701,Educational Service Agency 112,106023,5467,ESA 112 Special Ed Co-Op,0,NULL,NULL,0,1/10/25
9255,2020-21,4,School,103927,Early Learning Center,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,103927,1924,Early Learning Center,3,52,17.3,1,1/10/25
9256,2020-21,4,School,104400,Ellensburg Choice Schools,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,104400,5097,Ellensburg Choice Schools,5,73,14.6,1,1/10/25
9257,2020-21,4,School,101774,Ellensburg High School,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,101774,2996,Ellensburg High School,61,932,15.3,1,1/10/25
9258,2020-21,4,School,101773,Lincoln Elementary,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,101773,2741,Lincoln Elementary,36,457,12.7,1,1/10/25
9259,2020-21,4,School,101771,Morgan Middle School,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,101771,2453,Morgan Middle School,49,748,15.3,1,1/10/25
9260,2020-21,4,School,101775,Mt. Stuart Elementary,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,101775,3596,Mt. Stuart Elementary,35,431,12.3,1,1/10/25
9261,2020-21,4,School,101777,Valley View Elementary School,Kittitas,100002,Educational Service District 105,100076,19401,Ellensburg School District,101777,4411,Valley View Elementary School,39,510,13.1,1,1/10/25
9262,2020-21,4,School,100892,East Grays Harbor High School,Grays Harbor,100004,Capital Region ESD 113,100077,14068,Elma School District,100892,1629,East Grays Harbor High School,6,11,1.8,1,1/10/25
9263,2020-21,4,School,105922,East Grays Harbor Open Doors,Grays Harbor,100004,Capital Region ESD 113,100077,14068,Elma School District,105922,5416,East Grays Harbor Open Doors,5,23,4.6,1,1/10/25
9264,2020-21,4,School,100894,Elma Elementary School,Grays Harbor,100004,Capital Region ESD 113,100077,14068,Elma School District,100894,3217,Elma Elementary School,44,649,14.8,1,1/10/25
9265,2020-21,4,School,100893,Elma High School,Grays Harbor,100004,Capital Region ESD 113,100077,14068,Elma School District,100893,2137,Elma High School,28,501,17.9,1,1/10/25
9266,2020-21,4,School,100895,Elma Middle School,Grays Harbor,100004,Capital Region ESD 113,100077,14068,Elma School District,100895,4245,Elma Middle School,26,344,13.2,1,1/10/25
9267,2020-21,4,School,103154,Endicott/St John Elem and Middle,Whitman,100001,Educational Service District 101,100078,38308,Endicott School District,103154,2207,Endicott/St John Elem and Middle,14,93,6.6,1,1/10/25
9268,2020-21,4,School,100431,Entiat Middle and High School,Chelan,100008,North Central Educational Service District 171,100079,4127,Entiat School District,100431,3317,Entiat Middle and High School,15,164,10.9,1,1/10/25
9269,2020-21,4,School,100430,Paul Rumburg Elementary,Chelan,100008,North Central Educational Service District 171,100079,4127,Entiat School District,100430,2688,Paul Rumburg Elementary,13,171,13.2,1,1/10/25
9270,2020-21,4,School,101232,Black Diamond Elementary,King,100006,Puget Sound Educational Service District 121,100080,17216,Enumclaw School District,101232,3430,Black Diamond Elementary,30,328,10.9,1,1/10/25
9271,2020-21,4,School,101229,Byron Kibler Elementary School,King,100006,Puget Sound Educational Service District 121,100080,17216,Enumclaw School District,101229,2980,Byron Kibler Elementary School,37,402,10.9,1,1/10/25
